,Unnamed: 0,id,source,target,package,section,object,subsection,source_text,node_colour
921,1071,id9357,4.5.4,WGII SPM C.2.4,WGII,SPM,,,Maintaining the resilience of biodiversity and eco,#605e14
922,1072,id9357,4.5.4,WGII SPM D.4,WGII,SPM,,,Maintaining the resilience of biodiversity and eco,#605e14
923,1073,id9357,4.5.4,SROCC SPM C.2,SROCC,SPM,,,Maintaining the resilience of biodiversity and eco,#585fcc
924,1074,id9370,4.5.4,WGII SPM B.5.4,WGII,SPM,,,"Large-scale land conversion for bioenergy, biochar",#605e14
925,1075,id9370,4.5.4,WGII SPM C.2.3,WGII,SPM,,,"Large-scale land conversion for bioenergy, biochar",#605e14
926,1076,id9370,4.5.4,WGII SPM C.2.4,WGII,SPM,,,"Large-scale land conversion for bioenergy, biochar",#605e14
927,1077,id9370,4.5.4,WGIII SPM D.2.3,WGIII,SPM,,,"Large-scale land conversion for bioenergy, biochar",#ff9b70
928,1079,id9370,4.5.4,SRCCL SPM C.4.3,SRCCL,SPM,,,"Large-scale land conversion for bioenergy, biochar",#ee6637
929,1080,id9370,4.5.4,SRCCL TS 7,SRCCL,TS,,,"Large-scale land conversion for bioenergy, biochar",#ee6637
930,1081,id9381,4.5.4,WGII SPM C.2.1,WGII,SPM,,,"Natural  rivers,  wetlands  and  upstream  forests",#605e14
931,1082,id9381,4.5.4,WGII SPM C.4.1,WGII,SPM,,,"Natural  rivers,  wetlands  and  upstream  forests",#605e14
932,1083,id9381,4.5.4,WGII SPM C.4.2,WGII,SPM,,,"Natural  rivers,  wetlands  and  upstream  forests",#605e14
933,1084,id9381,4.5.4,WGII SPM C.2.5,WGII,SPM,,,"Natural  rivers,  wetlands  and  upstream  forests",#605e14
934,1085,id9434,4.5.4,WGII SPM C.2.2,WGII,SPM,,,Protection and restoration of coastal ‘blue carbon,#605e14
935,1086,id9434,4.5.4,WGII SPM C.2,WGII,SPM,,,Protection and restoration of coastal ‘blue carbon,#605e14
936,1087,id9434,4.5.4,SROCC SPM C2.3,SROCC,SPM,,,Protection and restoration of coastal ‘blue carbon,#585fcc
937,1088,id9434,4.5.4,SROCC SPM C.2.4,SROCC,SPM,,,Protection and restoration of coastal ‘blue carbon,#585fcc
938,1089,id9458,4.5.5,WGII SPM C.2.2,WGII,SPM,,,Human health will benefit from integrated mitigati,#605e14
939,1090,id9458,4.5.5,WGII SPM C.2.11,WGII,SPM,,,Human health will benefit from integrated mitigati,#605e14
940,1092,id9458,4.5.5,WGIII SPM C.2.2,WGIII,SPM,,,Human health will benefit from integrated mitigati,#ff9b70
941,1093,id9458,4.5.5,WGIII SPM C.4.2,WGIII,SPM,,,Human health will benefit from integrated mitigati,#ff9b70
942,1094,id9458,4.5.5,WGIII SPM C.9.1,WGIII,SPM,,,Human health will benefit from integrated mitigati,#ff9b70
943,1095,id9458,4.5.5,WGIII SPM C.10.4,WGIII,SPM,,,Human health will benefit from integrated mitigati,#ff9b70
944,1096,id9458,4.5.5,WGIII SPM D.1.3,WGIII,SPM,,,Human health will benefit from integrated mitigati,#ff9b70
945,1097,id9458,4.5.5,WGIII SPM Figure SPM6,WGIII,SPM,Figure,,Human health will benefit from integrated mitigati,#ff9b70
946,1098,id9458,4.5.5,WGIII SPM Figure SPM 8,WGIII,SPM,Figure,,Human health will benefit from integrated mitigati,#ff9b70
947,1099,id9458,4.5.5,SRCCL SPM B.6.2,SRCCL,SPM,,,Human health will benefit from integrated mitigati,#ee6637
948,1100,id9458,4.5.5,SRCCL SPM B.6.3,SRCCL,SPM,,,Human health will benefit from integrated mitigati,#ee6637
949,1102,id9458,4.5.5,SRCCL SPM C.2.4,SRCCL,SPM,,,Human health will benefit from integrated mitigati,#ee6637
950,1103,id9484,4.5.5,WGII SPM C.2.11,WGII,SPM,,,Effective adaptation options exist to help protect,#605e14
951,1104,id9484,4.5.5,WGII Chapter 7.4.6,WGII,Chapter,,,Effective adaptation options exist to help protect,#605e14
952,1105,id9514,4.5.6,WGII SPM C.5.3,WGII,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#605e14
953,1106,id9514,4.5.6,WGII TS D.10.1,WGII,TS,,,Enhancing  knowledge  on  risks  and  available  a,#605e14
954,1107,id9514,4.5.6,WGIII SPM C.10,WGIII,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#ff9b70
955,1108,id9514,4.5.6,WGIII SPM C.10.2,WGIII,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#ff9b70
956,1109,id9514,4.5.6,WGIII SPM C.10.3,WGIII,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#ff9b70
957,1110,id9514,4.5.6,WGIII SPM E.2.2,WGIII,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#ff9b70
958,1111,id9514,4.5.6,WGIII Figure SPM 6,WGIII,SPM,Figure,,Enhancing  knowledge  on  risks  and  available  a,#ff9b70
959,1112,id9514,4.5.6,WGIII TS 6.1,WGIII,TS,,,Enhancing  knowledge  on  risks  and  available  a,#ff9b70
960,1114,id9514,4.5.6,SR1.5 SPM D.5.6,SR1.5,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#eff9f0
961,1115,id9514,4.5.6,SROCC SPM C.4,SROCC,SPM,,,Enhancing  knowledge  on  risks  and  available  a,#585fcc
962,1116,id9574,4.5.6,WGII SPM C.2.9,WGII,SPM,,,"A  range  of  adaptation  options,  such  as  disa",#605e14
963,1117,id9574,4.5.6,WGII SPM C.2.13,WGII,SPM,,,"A  range  of  adaptation  options,  such  as  disa",#605e14
964,1119,id9574,4.5.6,SRCCL SPM C.1.4,SRCCL,SPM,,,"A  range  of  adaptation  options,  such  as  disa",#ee6637
965,1120,id9574,4.5.6,SRCCL SPM D.1.2,SRCCL,SPM,,,"A  range  of  adaptation  options,  such  as  disa",#ee6637
966,1121,id9604,4.5.6,WGII SPM C.2.12,WGII,SPM,,,Reducing  future  risks  of  involuntary  migratio,#605e14
967,1122,id9604,4.5.6,WGII TS D.8.6,WGII,TS,,,Reducing  future  risks  of  involuntary  migratio,#605e14
968,1124,id9618,4.5.6,WGII SPM C.5.1,WGII,SPM,,,Accelerating commitment and follow-through by the ,#605e14
969,1125,id9618,4.5.6,WGII SPM C.5.2,WGII,SPM,,,Accelerating commitment and follow-through by the ,#605e14
970,1126,id9618,4.5.6,WGII TS D.10.4,WGII,TS,,,Accelerating commitment and follow-through by the ,#605e14
971,1127,id9656,4.6,WGII SPM C.2.3,WGII,SPM,,,Many mitigation and adaptation actions have multip,#605e14
972,1128,id9656,4.6,WGII SPM Figure SPM 4b,WGII,SPM,Figure,,Many mitigation and adaptation actions have multip,#605e14
973,1129,id9656,4.6,WGIII SPM B.3.3,WGIII,SPM,,,Many mitigation and adaptation actions have multip,#ff9b70
974,1130,id9656,4.6,WGIII SPM C.9.2,WGIII,SPM,,,Many mitigation and adaptation actions have multip,#ff9b70
975,1131,id9656,4.6,WGIII SPM D.1.2,WGIII,SPM,,,Many mitigation and adaptation actions have multip,#ff9b70
976,1132,id9656,4.6,WGIII SPM D.1.4,WGIII,SPM,,,Many mitigation and adaptation actions have multip,#ff9b70
977,1133,id9656,4.6,WGIII SPM Figure SPM 8,WGIII,SPM,Figure,,Many mitigation and adaptation actions have multip,#ff9b70
978,1134,id9729,4.6,WGII SPM C.1.1,WGII,SPM,,,"food, livelihoods, social protection, water and sa",#605e14
979,1136,id9729,4.6,WGII SPM D.1,WGII,SPM,,,"food, livelihoods, social protection, water and sa",#605e14
980,1137,id9729,4.6,WGII SPM Figure SPM 4,WGII,SPM,Figure,,"food, livelihoods, social protection, water and sa",#605e14
981,1140,id9729,4.6,WGIII SPM C.4.2,WGIII,SPM,,,"food, livelihoods, social protection, water and sa",#ff9b70
982,1141,id9729,4.6,WGIII SPM D.1.3,WGIII,SPM,,,"food, livelihoods, social protection, water and sa",#ff9b70
983,1142,id9729,4.6,WGIII SPM D.2,WGIII,SPM,,,"food, livelihoods, social protection, water and sa",#ff9b70
984,1143,id9729,4.6,WGIII SPM Figure SPM 8,WGIII,SPM,Figure,,"food, livelihoods, social protection, water and sa",#ff9b70
985,1144,id9729,4.6,SRCCL SPM B.4.6,SRCCL,SPM,,,"food, livelihoods, social protection, water and sa",#ee6637
986,1145,id9744,4.6,WGII SPM C.2.9,WGII,SPM,,,When implementing mitigation and adaptation togeth,#605e14
987,1146,id9744,4.6,WGII SPM C.5.6,WGII,SPM,,,When implementing mitigation and adaptation togeth,#605e14
988,1147,id9744,4.6,WGII SPM D.5.2,WGII,SPM,,,When implementing mitigation and adaptation togeth,#605e14
989,1149,id9744,4.6,WGIII SPM C.9.2,WGIII,SPM,,,When implementing mitigation and adaptation togeth,#ff9b70
990,1150,id9744,4.6,WGIII SPM D.1.2,WGIII,SPM,,,When implementing mitigation and adaptation togeth,#ff9b70
991,1151,id9744,4.6,WGIII SPM D.1.4,WGIII,SPM,,,When implementing mitigation and adaptation togeth,#ff9b70
992,1152,id9744,4.6,WGIII SPM D.2,WGIII,SPM,,,When implementing mitigation and adaptation togeth,#ff9b70
993,1153,id9744,4.6,SRCCL SPM D.2.2,SRCCL,SPM,,,When implementing mitigation and adaptation togeth,#ee6637
994,1154,id9744,4.6,SRCCL TS 4,SRCCL,TS,,,When implementing mitigation and adaptation togeth,#ee6637
995,1155,id9768,4.6,WGII SPM B.5.4,WGII,SPM,,,Context  relevant  design  and  implementation  re,#605e14
996,1156,id9768,4.6,WGII SPM C.3.1,WGII,SPM,,,Context  relevant  design  and  implementation  re,#605e14
997,1157,id9768,4.6,WGII SPM C.3.4,WGII,SPM,,,Context  relevant  design  and  implementation  re,#605e14
998,1158,id9768,4.6,WGIII SPM D.1.3,WGIII,SPM,,,Context  relevant  design  and  implementation  re,#ff9b70
999,1159,id9768,4.6,WGIII SPM E.4.2,WGIII,SPM,,,Context  relevant  design  and  implementation  re,#ff9b70
1000,1160,id9768,4.6,SR1.5 SPM C.3.4,SR1.5,SPM,,,Context  relevant  design  and  implementation  re,#eff9f0
1001,1161,id9768,4.6,SR1.5 SPM C.3.5,SR1.5,SPM,,,Context  relevant  design  and  implementation  re,#eff9f0
1002,1162,id9768,4.6,SR1.5 SPM Figure SPM 4,SR1.5,SPM,Figure,,Context  relevant  design  and  implementation  re,#eff9f0
1003,1163,id9768,4.6,SR1.5 SPM D.4.3,SR1.5,SPM,,,Context  relevant  design  and  implementation  re,#eff9f0
1004,1164,id9768,4.6,SR1.5 SPM D.4.4,SR1.5,SPM,,,Context  relevant  design  and  implementation  re,#eff9f0
1005,1165,id9897,4.6,WGII Figure SPM 4b,WGII,SPM,Figure,,SDG 13 (Climate Action) is not listed because miti,#605e14
1006,1166,id9897,4.6,WGIII Figure SPM 8,WGIII,SPM,Figure,,SDG 13 (Climate Action) is not listed because miti,#ff9b70
1007,1167,id9926,4.7,WGII SPM C.5,WGII,SPM,,,Effective climate governance enables mitigation an,#605e14
1008,1168,id9926,4.7,WGII SPM C.5.1,WGII,SPM,,,Effective climate governance enables mitigation an,#605e14
1009,1169,id9926,4.7,WGII SPM C5.4,WGII,SPM,,,Effective climate governance enables mitigation an,#605e14
1010,1170,id9926,4.7,WGII SPM C.5.6,WGII,SPM,,,Effective climate governance enables mitigation an,#605e14
1011,1171,id9926,4.7,WGIII SPM B.5.2,WGIII,SPM,,,Effective climate governance enables mitigation an,#ff9b70
1012,1172,id9926,4.7,WGIII SPM E.3.1,WGIII,SPM,,,Effective climate governance enables mitigation an,#ff9b70
1013,1173,id10023,4.7,WGII SPM C2.6,WGII,SPM,,,outcome  and  ambition  of  climate  governance  (,#605e14
1014,1174,id10023,4.7,WGII SPM C.5.2,WGII,SPM,,,outcome  and  ambition  of  climate  governance  (,#605e14
1015,1175,id10023,4.7,WGII SPM C.5.5,WGII,SPM,,,outcome  and  ambition  of  climate  governance  (,#605e14
1016,1176,id10023,4.7,WGII SPM C.5.6,WGII,SPM,,,outcome  and  ambition  of  climate  governance  (,#605e14
1017,1177,id10023,4.7,WGII SPM D.3.1,WGII,SPM,,,outcome  and  ambition  of  climate  governance  (,#605e14
1018,1178,id10023,4.7,WGIII SPM E3.2,WGIII,SPM,,,outcome  and  ambition  of  climate  governance  (,#ff9b70
1019,1179,id10023,4.7,WGIII SPM E.3.3,WGIII,SPM,,,outcome  and  ambition  of  climate  governance  (,#ff9b70
1020,1180,id10031,4.7,WGII SPM C.5.5,WGII,SPM,,,Effective  climate  governance  is  enabled  by  i,#605e14
1021,1181,id10031,4.7,WGII SPM C.5.6,WGII,SPM,,,Effective  climate  governance  is  enabled  by  i,#605e14
1022,1182,id10031,4.7,WGII SPM D.1.1,WGII,SPM,,,Effective  climate  governance  is  enabled  by  i,#605e14
1023,1183,id10031,4.7,WGII SPM D.2,WGII,SPM,,,Effective  climate  governance  is  enabled  by  i,#605e14
1024,1184,id10031,4.7,WGII SPM D.3.2,WGII,SPM,,,Effective  climate  governance  is  enabled  by  i,#605e14
1025,1185,id10031,4.7,SRCCL SPM C.3,SRCCL,SPM,,,Effective  climate  governance  is  enabled  by  i,#ee6637
1026,1186,id10031,4.7,SRCCL TS 1,SRCCL,TS,,,Effective  climate  governance  is  enabled  by  i,#ee6637
1027,1187,id10046,4.7,WGII SPM D.2,WGII,SPM,,,Drawing  on  diverse  knowledge  and  partnerships,#605e14
1028,1189,id10054,4.7,WGII SPM E.4,WGII,SPM,,,Many regulatory and economic instruments have alre,#605e14
1029,1190,id10054,4.7,WGIII SPM E.4.2,WGIII,SPM,,,Many regulatory and economic instruments have alre,#ff9b70
1030,1191,id10065,4.7,WGII SPM C.5.4,WGII,SPM,,,Scaling up and enhancing the use of regulatory ins,#605e14
1031,1192,id10065,4.7,WGIII SPM E.4.1,WGIII,SPM,,,Scaling up and enhancing the use of regulatory ins,#ff9b70
1032,1193,id10079,4.7,WGIII SPM E4.2,WGIII,SPM,,,"Where  implemented,  carbon  pricing  instruments ",#ff9b70
1033,1194,id10079,4.7,WGIII SPM E.4.6,WGIII,SPM,,,"Where  implemented,  carbon  pricing  instruments ",#ff9b70
1034,1195,id10096,4.7,WGIII SPM E.4.2,WGIII,SPM,,,Removing  fossil  fuel  subsidies  would  reduce  ,#ff9b70
1035,1196,id10115,4.7,WGIII SPM E4.4,WGIII,SPM,,,National  policies  to  support  technology  devel,#ff9b70
1036,1197,id10115,4.7,WGIII SPM 4.5,WGIII,SPM,,,National  policies  to  support  technology  devel,#ff9b70
1037,1198,id10115,4.7,WGIII SPM 4.6,WGIII,SPM,,,National  policies  to  support  technology  devel,#ff9b70
1038,1199,id10208,4.8.1,WGII SPM C.1.2,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1039,1200,id10208,4.8.1,WGII SPM C.3.2,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1040,1201,id10208,4.8.1,WGII SPM C.5,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1041,1202,id10208,4.8.1,WGII SPM C.5.4,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1042,1203,id10208,4.8.1,WGII SPM D.2,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1043,1204,id10208,4.8.1,WGII SPM D.3.2,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1044,1205,id10208,4.8.1,WGII SPM D.5,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1045,1206,id10208,4.8.1,WGII SPM D.5.2,WGII,SPM,,,Improved  availability  and  access  to  finance10,#605e14
1046,1207,id10208,4.8.1,WGIII SPM B.4.2,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1047,1208,id10208,4.8.1,WGIII SPM B.5,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1048,1209,id10208,4.8.1,WGIII SPM B.5.4,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1049,1210,id10208,4.8.1,WGIII SPM C.4.2,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1050,1211,id10208,4.8.1,WGIII SPM C.7.3,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1051,1212,id10208,4.8.1,WGIII SPM C.8.5,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1052,1213,id10208,4.8.1,WGIII SPM D.1.2,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1053,1214,id10208,4.8.1,WGIII SPM D.2.4,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1054,1215,id10208,4.8.1,WGIII SPM D.3.4,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1055,1216,id10208,4.8.1,WGIII SPM E.2.3,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1056,1217,id10208,4.8.1,WGIII SPM E.3.1,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1057,1218,id10208,4.8.1,WGIII SPM E.5,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1058,1219,id10208,4.8.1,WGIII SPM E.5.1,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1059,1220,id10208,4.8.1,WGIII SPM E.5.2,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1060,1221,id10208,4.8.1,WGIII SPM E.5.3,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1061,1222,id10208,4.8.1,WGIII SPM E.5.4,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1062,1223,id10208,4.8.1,WGIII SPM E.6.2,WGIII,SPM,,,Improved  availability  and  access  to  finance10,#ff9b70
1063,1224,id10238,4.8.1,WGII SPM C.1.2,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1064,1225,id10238,4.8.1,WGII SPM C2.11,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1065,1226,id10238,4.8.1,WGII SPM C.3,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1066,1227,id10238,4.8.1,WGII SPM C.3.2,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1067,1228,id10238,4.8.1,WGII SPM C3.5,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1068,1229,id10238,4.8.1,WGII SPM C.5,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1069,1230,id10238,4.8.1,WGII SPM C.5.4,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1070,1231,id10238,4.8.1,WGII SPM D.1,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1071,1232,id10238,4.8.1,WGII SPM D.1.1,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1072,1233,id10238,4.8.1,WGII SPM D.1.2,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1073,1234,id10238,4.8.1,WGII SPM C.5.4,WGII,SPM,,,Both adaptation and mitigation finance need to inc,#605e14
1074,1235,id10238,4.8.1,WGIII SPM D.2.4,WGIII,SPM,,,Both adaptation and mitigation finance need to inc,#ff9b70
1075,1236,id10238,4.8.1,WGIII SPM E.5,WGIII,SPM,,,Both adaptation and mitigation finance need to inc,#ff9b70
1076,1237,id10238,4.8.1,WGIII SPM E.5.1,WGIII,SPM,,,Both adaptation and mitigation finance need to inc,#ff9b70
1077,1238,id10238,4.8.1,WGIII Chapter 15.2,WGIII,Chapter,,,Both adaptation and mitigation finance need to inc,#ff9b70
1078,1239,id10376,4.8.1,WGII SPM C.5.4,WGII,SPM,,,developing countries (high confidence). For shifts,#605e14
1079,1240,id10376,4.8.1,WGIII SPM E.4.2,WGIII,SPM,,,developing countries (high confidence). For shifts,#ff9b70
1080,1241,id10376,4.8.1,WGIII SPM E.5,WGIII,SPM,,,developing countries (high confidence). For shifts,#ff9b70
1081,1242,id10376,4.8.1,WGIII SPM E.5.2,WGIII,SPM,,,developing countries (high confidence). For shifts,#ff9b70
1082,1243,id10376,4.8.1,WGIII SPM E.5.3,WGIII,SPM,,,developing countries (high confidence). For shifts,#ff9b70
1083,1244,id10392,4.8.1,WGII SPM C.5.4,WGII,SPM,,,Scaling up financial flows requires clear signalli,#605e14
1084,1245,id10392,4.8.1,WGIII SPM B.5.4,WGIII,SPM,,,Scaling up financial flows requires clear signalli,#ff9b70
1085,1246,id10392,4.8.1,WGIII SPM E.4,WGIII,SPM,,,Scaling up financial flows requires clear signalli,#ff9b70
1086,1247,id10392,4.8.1,WGIII SPM E.5.4,WGIII,SPM,,,Scaling up financial flows requires clear signalli,#ff9b70
1087,1248,id10392,4.8.1,WGIII Section 15.2,WGIII,Section,,,Scaling up financial flows requires clear signalli,#ff9b70
1088,1252,id10451,4.8.1,WGIII Figure TS 25,WGIII,TS,Figure,,"forestry and other land use), by type of economy, ",#ff9b70
1089,1253,id10451,4.8.1,WGIII Sections 15.3,WGIII,Sections,,,"forestry and other land use), by type of economy, ",#ff9b70
1090,1259,id10470,4.8.1,WGII SPM C.5.2,WGII,SPM,,,The  largest  climate  finance  gaps  and  opportu,#605e14
1091,1260,id10470,4.8.1,WGII SPM C.5.4,WGII,SPM,,,The  largest  climate  finance  gaps  and  opportu,#605e14
1092,1261,id10470,4.8.1,WGII SPM C.6.5,WGII,SPM,,,The  largest  climate  finance  gaps  and  opportu,#605e14
1093,1262,id10470,4.8.1,WGII SPM D.2,WGII,SPM,,,The  largest  climate  finance  gaps  and  opportu,#605e14
1094,1263,id10470,4.8.1,WGII TS D.10.2,WGII,TS,,,The  largest  climate  finance  gaps  and  opportu,#605e14
1095,1264,id10470,4.8.1,WGIII SPM E.5,WGIII,SPM,,,The  largest  climate  finance  gaps  and  opportu,#ff9b70
1096,1265,id10470,4.8.1,WGIII SPM E.5.3,WGIII,SPM,,,The  largest  climate  finance  gaps  and  opportu,#ff9b70
1097,1266,id10470,4.8.1,WGIII TS 6.4,WGIII,TS,,,The  largest  climate  finance  gaps  and  opportu,#ff9b70
1098,1267,id10470,4.8.1,WGIII Box TS 1,WGIII,TS,Box,,The  largest  climate  finance  gaps  and  opportu,#ff9b70
1099,1268,id10470,4.8.1,WGIII Chapter 15.2,WGIII,Chapter,,,The  largest  climate  finance  gaps  and  opportu,#ff9b70
1100,1269,id10470,4.8.1,WGIII Chapter 15.6,WGIII,Chapter,,,The  largest  climate  finance  gaps  and  opportu,#ff9b70
1101,1270,id10501,4.8.2,WGII SPM D.2,WGII,SPM,,,International cooperation is a critical enabler fo,#605e14
1102,1271,id10501,4.8.2,WGII SPM D.3.1,WGII,SPM,,,International cooperation is a critical enabler fo,#605e14
1103,1272,id10501,4.8.2,WGII SPM D.5.2,WGII,SPM,,,International cooperation is a critical enabler fo,#605e14
1104,1273,id10501,4.8.2,WGIII SPM D.3.4,WGIII,SPM,,,International cooperation is a critical enabler fo,#ff9b70
1105,1274,id10501,4.8.2,WGIII SPM C5.4,WGIII,SPM,,,International cooperation is a critical enabler fo,#ff9b70
1106,1275,id10501,4.8.2,WGIII SPM C.12.2,WGIII,SPM,,,International cooperation is a critical enabler fo,#ff9b70
1107,1276,id10501,4.8.2,WGIII SPM E.6,WGIII,SPM,,,International cooperation is a critical enabler fo,#ff9b70
1108,1277,id10501,4.8.2,WGIII SPM E.6.1,WGIII,SPM,,,International cooperation is a critical enabler fo,#ff9b70
1109,1279,id10501,4.8.2,WGIII TS 4.2,WGIII,TS,,,International cooperation is a critical enabler fo,#ff9b70
1110,1280,id10501,4.8.2,WGIII TS 6.2,WGIII,TS,,,International cooperation is a critical enabler fo,#ff9b70
1111,1281,id10501,4.8.2,SR1.5 SPM D.6.3,SR1.5,SPM,,,International cooperation is a critical enabler fo,#eff9f0
1112,1282,id10501,4.8.2,SR1.5 SPM D.7,SR1.5,SPM,,,International cooperation is a critical enabler fo,#eff9f0
1113,1283,id10501,4.8.2,SR1.5 SPM D.7.3,SR1.5,SPM,,,International cooperation is a critical enabler fo,#eff9f0
1114,1284,id10576,4.8.2,WGII SPM B.5.3,WGII,SPM,,,The transboundary nature of many climate change ri,#605e14
1115,1285,id10576,4.8.2,WGII SPM C.5.6,WGII,SPM,,,The transboundary nature of many climate change ri,#605e14
1116,1286,id10576,4.8.2,WGII TS E.5.4,WGII,TS,,,The transboundary nature of many climate change ri,#605e14
1117,1287,id10576,4.8.2,WGII TS E.5.5,WGII,TS,,,The transboundary nature of many climate change ri,#605e14
1118,1288,id10576,4.8.2,WGIII SPM C.8.4,WGIII,SPM,,,The transboundary nature of many climate change ri,#ff9b70
1119,1289,id10576,4.8.2,WGIII SPM E.6.3,WGIII,SPM,,,The transboundary nature of many climate change ri,#ff9b70
1120,1290,id10576,4.8.2,WGIII SPM E.6.4,WGIII,SPM,,,The transboundary nature of many climate change ri,#ff9b70
1121,1291,id10576,4.8.2,WGIII SPM E.6.4,WGIII,SPM,,,The transboundary nature of many climate change ri,#ff9b70
1122,1292,id10576,4.8.2,WGIII TS 5.3,WGIII,TS,,,The transboundary nature of many climate change ri,#ff9b70
1123,1293,id10609,4.8.3,WGIII SPM B.4,WGIII,SPM,,,Enhancing  technology  innovation  systems  can  p,#ff9b70
1124,1294,id10609,4.8.3,WGIII SPM B.4.4,WGIII,SPM,,,Enhancing  technology  innovation  systems  can  p,#ff9b70
1125,1295,id10609,4.8.3,WGIII SPM E.4.3,WGIII,SPM,,,Enhancing  technology  innovation  systems  can  p,#ff9b70
1126,1296,id10609,4.8.3,WGIII SPM E4.4,WGIII,SPM,,,Enhancing  technology  innovation  systems  can  p,#ff9b70
1127,1297,id10621,4.8.3,WGIII SPM B.4.2,WGIII,SPM,,,International  cooperation  on  innovation  system,#ff9b70
1128,1298,id10621,4.8.3,WGIII SPM E.6.2,WGIII,SPM,,,International  cooperation  on  innovation  system,#ff9b70
1129,1299,id10621,4.8.3,WGIII SPM C.10.4,WGIII,SPM,,,International  cooperation  on  innovation  system,#ff9b70
1130,1300,id10621,4.8.3,WGIII Chapter 16.5,WGIII,Chapter,,,International  cooperation  on  innovation  system,#ff9b70
1131,1301,id10638,4.8.3,WGIII SPM E.4.4,WGIII,SPM,,,International cooperation on innovation works best,#ff9b70
1132,1302,id10638,4.8.3,WGIII SPM E.6.2,WGIII,SPM,,,International cooperation on innovation works best,#ff9b70
1133,1303,id10645,4.8.3,WGIII SPM B.4.2,WGIII,SPM,,,Technological  innovation  can  have  trade-offs  ,#ff9b70
1134,1304,id10645,4.8.3,WGIII SPM B.4.3,WGIII,SPM,,,Technological  innovation  can  have  trade-offs  ,#ff9b70
1135,1305,id10645,4.8.3,WGIII SPM E.4.4,WGIII,SPM,,,Technological  innovation  can  have  trade-offs  ,#ff9b70
1136,1306,id10645,4.8.3,WGIII TS 6.5,WGIII,TS,,,Technological  innovation  can  have  trade-offs  ,#ff9b70
1137,1308,id10718,4.8.3,SRCCL SPM C.2.1,SRCCL,SPM,,,Technology  transfer  to  expand  use  of  digital,#ee6637
1138,1309,id10718,4.8.3,SRCCL SPM D.1.2,SRCCL,SPM,,,Technology  transfer  to  expand  use  of  digital,#ee6637
1139,1310,id10718,4.8.3,SRCCL SPM D.1.4,SRCCL,SPM,,,Technology  transfer  to  expand  use  of  digital,#ee6637
1140,1311,id10718,4.8.3,SRCCL Chapter 7.4.4,SRCCL,Chapter,,,Technology  transfer  to  expand  use  of  digital,#ee6637
1141,1312,id10718,4.8.3,SRCCL Chapter 7.4.6,SRCCL,Chapter,,,Technology  transfer  to  expand  use  of  digital,#ee6637
1142,1313,id10741,4.9,WGII SPM B.2,WGII,SPM,,,Climate  resilient  development  strategies  that ,#605e14
1143,1314,id10741,4.9,WGII Figure SPM 5,WGII,SPM,Figure,,Climate  resilient  development  strategies  that ,#605e14
